utimesec    1354.535860
stimesec    39.061688
ru_maxrss   340948
ru_ixrss    0
ru_idrss    0
ru_isrss    0
ru_minflt   16889015
ru_majflt   0
ru_nswap    0
ru_inblock  0
ru_oublock  11920
ru_msgsnd   0
ru_msgrcv   0
ru_nsignals 0
ru_nvcsw    272
ru_nivcsw   2316
