84
-0.046548 0.937050 -0.346078
-0.233014 -0.346374 0.908697
-0.738263 0.030588 -0.673819
0.002073 0.160359 -0.987057
0.476750 -0.471265 -0.742037
0.139595 0.903388 0.405467
-0.749343 -0.394368 -0.531938
0.212344 -0.276654 -0.937215
-0.035639 0.461147 0.886608
0.483711 0.629932 -0.607625
-0.174085 0.068739 0.982329
-0.383730 0.912998 -0.138515
0.257986 0.439791 -0.860248
0.786744 -0.404124 -0.466602
-0.801270 -0.473214 0.366109
0.894689 0.418562 0.156006
0.096570 0.746471 -0.658374
0.567715 0.037271 0.822381
-0.937797 0.091481 0.334916
-0.985104 0.164454 -0.050253
0.537358 -0.723607 -0.433174
-0.283591 0.909677 0.303419
0.468038 -0.354898 0.809313
0.234818 0.207132 0.949714
0.656534 -0.121514 -0.744444
-0.491125 -0.766163 0.414476
0.507664 0.425388 0.749214
-0.181916 0.741226 0.646135
-0.615420 0.775797 0.139272
-0.173200 -0.722794 0.669007
0.869021 0.387585 -0.307539
0.333624 0.894468 -0.297695
-0.510383 -0.264798 -0.818163
0.392807 0.079732 -0.916158
0.658668 -0.529414 0.534675
-0.521054 -0.057617 0.851577
0.696553 0.712165 0.087376
-0.848337 0.316382 -0.424531
-0.431226 -0.632418 -0.643500
-0.588294 -0.748087 -0.307043
-0.179280 0.495783 -0.849740
-0.373839 -0.927458 -0.008108
-0.125232 -0.540820 -0.831764
0.889303 0.007228 -0.457261
-0.414485 0.150510 -0.897524
0.612571 -0.752682 0.241301
-0.545895 0.641974 0.538394
-0.006464 0.999367 0.034981
0.991896 0.105327 -0.071054
0.792199 0.315221 0.522548
0.565378 0.694928 0.444323
0.153869 -0.170593 0.973253
0.429768 -0.899339 -0.080553
0.170944 -0.906974 -0.384937
0.237013 -0.932270 0.273310
-0.845903 0.528163 -0.074108
0.953595 -0.271669 -0.129821
-0.572347 0.445862 -0.688205
-0.533151 -0.478108 0.697970
-0.968318 -0.224596 0.109169
-0.319501 0.754858 -0.572808
0.233530 0.680716 0.694326
0.302990 -0.750224 0.587674
-0.719572 0.250378 0.647709
0.794748 -0.147069 0.588851
-0.827038 0.466440 0.313756
0.890106 -0.390656 0.234733
-0.409764 0.379201 0.829639
-0.634898 0.688592 -0.350351
-0.004569 -0.998648 -0.051775
-0.136133 -0.928289 0.346046
0.380075 0.919738 0.098105
-0.937480 -0.095653 -0.334638
-0.166508 -0.178437 -0.969760
0.675215 0.299466 -0.674096
0.162284 -0.701110 -0.694340
0.955493 0.015035 0.294631
0.768896 -0.631088 -0.102602
-0.695509 -0.713652 0.083476
-0.790429 -0.165328 0.589821
-0.868741 -0.467495 -0.163518
0.111832 -0.542572 0.832532
-0.209973 -0.877134 -0.431910
0.667294 0.689074 -0.282659
