122
-0.007325 0.932382 -0.361401
-0.166964 -0.255213 0.952360
-0.774249 0.126598 -0.620090
0.008252 0.310083 -0.950674
0.549224 -0.596647 -0.585119
0.236663 0.851679 0.467582
-0.794592 -0.443676 -0.414457
0.281118 -0.204775 -0.937571
0.004934 0.339873 0.940458
0.203968 0.528072 -0.824341
-0.107550 0.077283 0.991191
-0.360452 0.920350 -0.151759
0.268149 0.142692 -0.952751
0.804109 -0.174585 -0.568268
-0.824899 -0.323443 0.463602
0.929237 0.351243 0.114660
-0.089912 0.696899 -0.711511
0.813934 0.015713 0.580745
-0.996087 0.001931 -0.088362
-0.908821 0.233564 -0.345677
0.603917 -0.741245 -0.292983
-0.386658 0.902389 0.190237
0.406221 -0.440934 0.800351
0.221255 0.120241 0.967775
0.576633 -0.321932 -0.750903
-0.373172 -0.739708 0.559977
0.370611 0.379781 0.847593
-0.354702 0.782747 0.511364
-0.634724 0.772535 0.017740
-0.143150 -0.918398 0.368855
0.895074 0.391648 -0.213200
0.416419 0.826379 -0.379068
-0.708282 -0.227537 -0.668254
0.538369 -0.015478 -0.842567
0.526811 -0.778016 0.342287
-0.683499 -0.148550 0.714677
0.773180 0.633894 0.019255
-0.724379 0.465468 -0.508542
-0.555533 -0.496211 -0.667202
-0.591434 -0.708655 -0.384726
-0.247262 0.464492 -0.850358
-0.324198 -0.900691 -0.289225
0.014515 -0.670589 -0.741687
0.739307 0.137358 -0.659210
-0.288815 0.134995 -0.947820
0.649225 -0.760262 0.022558
-0.623119 0.690225 0.367847
-0.085168 0.944629 0.316893
0.995636 0.070354 -0.061308
0.646166 0.406823 0.645728
0.734089 0.586304 0.342579
0.142571 -0.214484 0.966266
0.328010 -0.910182 -0.252941
-0.019121 -0.873315 -0.486780
0.212595 -0.894373 0.393574
-0.946863 0.319707 -0.035192
0.917329 0.107887 -0.383234
-0.544967 0.325874 -0.772539
-0.608475 -0.524021 0.595953
-0.967551 -0.137685 0.211867
-0.578537 0.743733 -0.334896
0.185130 0.622018 0.760802
0.327330 -0.702968 0.631419
-0.537220 0.520603 0.663602
0.676502 -0.256104 0.690475
-0.825824 0.534721 0.179131
0.866557 -0.284254 0.410219
-0.223078 0.583164 0.781125
-0.453721 0.624318 -0.635896
0.014759 -0.980227 -0.197324
0.377063 -0.923921 0.064757
0.225652 0.961787 -0.155069
-0.904786 -0.110992 -0.411148
-0.275559 -0.514983 -0.811702
0.491089 0.339396 -0.802273
0.292519 -0.782527 -0.549621
0.855596 0.293151 0.426635
0.785250 -0.461875 -0.412376
0.697517 0.659442 0.280369
-0.646520 0.200541 0.736067
-0.940373 -0.311547 -0.136519
0.089218 -0.523265 0.847487
-0.316537 -0.747810 -0.583597
0.689262 0.656478 -0.306521
0.847613 -0.521417 -0.098367
0.592678 0.128484 0.795126
-0.351554 0.306929 0.884423
-0.343549 -0.226560 -0.911397
-0.781823 -0.614218 -0.107189
-0.554861 -0.011411 -0.831865
-0.005495 -0.370597 -0.928777
-0.011916 -0.773095 0.634179
0.486663 0.610239 -0.625114
0.473218 0.661191 0.582144
0.223944 0.961000 0.162259
0.067744 -0.990936 0.115998
-0.942911 0.192124 0.272040
0.945589 -0.208745 -0.249575
0.742885 0.419226 -0.521893
-0.425785 -0.011842 0.904747
0.527659 0.847810 -0.052862
0.295948 -0.516605 -0.803451
-0.045424 0.789065 0.612627
-0.456861 -0.344158 0.820264
-0.566472 -0.822892 -0.044252
0.636033 -0.546857 0.544436
0.960538 -0.265677 0.082358
-0.029121 -0.050648 -0.998292
0.183937 0.783966 -0.592929
0.518414 0.813014 0.265057
-0.857343 0.029451 0.513902
0.441830 -0.123800 0.888515
-0.256225 -0.966264 0.026115
-0.804158 0.563131 -0.190299
-0.456954 -0.849272 0.264444
-0.785323 0.384207 0.485441
-0.229977 -0.565962 0.791705
-0.086681 0.996124 -0.014950
-0.276214 0.839195 -0.468464
-0.878331 -0.451083 0.158300
0.964458 0.016462 0.263724
0.796507 -0.553918 0.242386
